base_pwsid,system_name,resolved_pwsid,assignment_status
MI0040405,GREENLAWN MOBILE HOME COURT,MI0040405,reused_existing
MI0040406,HYLANDER VALLEY,MI0040406,reused_existing
MI0040410,TWIN PINES MOBILE HOME PARK,MI0040410,reused_existing
MI0040414,NOTTINGHAM FOREST MHP,MI0040414,reused_existing
MI0040416,SUNSET ESTATES GAYLORD,MI0040416,reused_existing
MI0040417,CROCKERY MOBILE HOME PARK,MI0040417,reused_existing
MI0040418,COUNTRY VILLAGE,MI0040418,reused_existing
MI0040419,GRAND COUNTRY,MI0040419,reused_existing
MI0040425,CRICKLEWOOD COURT,MI0040425,reused_existing
MI0040426,TALLMADGE MEADOWS,MI0040426,reused_existing
MI0040431,LAKEVIEW TRAILER PARK,MI0040431,reused_existing
MI0040432,NORTH SHORE TRAILER PARK,MI0040432,reused_existing
MI0040435,WHISPERING OAKS MHP,MI0040435,reused_existing
MI0040438,FREELAND MOBILE HOME PARK,MI0040438,reused_existing
MI0040441,PARKWOOD,MI0040441-a,reused_existing
MI0040443,STODDARD MOBILE HOME COURT,MI0040443,reused_existing
MI0040446,PINE TERRACE ESTATES,MI0040446,reused_existing
MI0040447,SANDPIPER ESTATES,MI0040447,reused_existing
MI0040448,HURON BAY RESORT,MI0040448,reused_existing
MI0040449,SUNSET MOBILE HOME PARK,MI0040449,reused_existing
MI0040450,COUNTRYSIDE VILLAGE,MI0040450,reused_existing
MI0040451,LAKEVIEW ESTATES,MI0040451,reused_existing
MI0040452,MOON LAKE ESTATES,MI0040452,reused_existing
MI0040453,NORTHWOODS COMMUNITY,MI0040453,reused_existing
MI0040454,EVERGREEN PLEASANT VALLEY TRAILER PARK,MI0040454-a,reused_existing
MI0040455,WOODS AND FIELDS COMMUNITIES WEST,MI0040455,reused_existing
MI0040456,QUIET COVE TRAILER PARK,MI0040456,reused_existing
MI0040457,COUNTRY MANOR,MI0040457,reused_existing
MI0040458,ALAN'S PARK - DURAND,MI0040458,reused_existing
MI0040464,PINEWOOD ON THE LAKE MHP,MI0040464,reused_existing
MI0040466,SUNRISE MHP,MI0040466,reused_existing
MI0040469,HICKORY LANE MOBILE HOME PARK,MI0040469,reused_existing
MI0040470,MEMORY LANE MOBILE HOME PARK,MI0040470,reused_existing
MI0040471,KLINES RESORT,MI0040471,reused_existing
MI0040472,MICHIANA MOBILE HOME PARK,MI0040472,reused_existing
MI0040474,SWEET LAKE MOBILE HOME PARK,MI0040474,reused_existing
MI0040476,GOLDEN POND ESTATES,MI0040476,reused_existing
MI0040477,WASHBURN LAKE VILLAGE MHP,MI0040477,reused_existing
MI0040480,WOOD VALLEY,MI0040480,reused_existing
MI0040481,PINE CREST MOBILE HOME PARK,MI0040481,reused_existing
MI0040482,CARO RIVERVIEW MHP LLC,MI0040482-a,reused_existing
MI0040484,EVERGREEN ESTATES,MI0040484,reused_existing
MI0040488,COUNTRY HOLIDAY ESTATES,MI0040488,reused_existing
MI0040490,PROSPECT MANOR MHC,MI0040490,reused_existing
MI0040491,PORT OF CALL - WEST,MI0040491,reused_existing
MI0040494,PHELPS MOBILE HOME VILLA,MI0040494,reused_existing
MI0040495,RUSH LAKE MHP/CAMPGROUND,MI0040495,reused_existing
MI0040496,SHADY BROOK MOBILE HOME PARK,MI0040496,reused_existing
MI0040497,THREE MILE LAKE TRAILER PARK,MI0040497,reused_existing
MI0040498,VIKING RIVER MOBILE HOME PARK,MI0040498,reused_existing
MI0040500,WHISPERING PINES ESTATES,MI0040500,reused_existing
MI0040501,WOLF LAKE ESTATES,MI0040501-a,assigned_new
MI0040503,ORCHARD GROVE,MI0040503,reused_existing
MI0040504,PLEASANT LAKE PARK LLC,MI0040504-b,reused_existing
MI0040515,RIVERSBEND MOBILE HOME PARK,MI0040515,reused_existing
MI0040516,WHITE BIRCH MOBILE HOME VILLAGE,MI0040516,reused_existing
MI0040519,SILVER CREEK ESTATES MOBILE HOME COURT,MI0040519,reused_existing
MI0040520,HWY M553 MOBILE ESTATES,MI0040520-b,reused_existing
MI0040525,PINE ACRES MOBILE HOME PARK,MI0040525,reused_existing
MI0040554,BEAN CREEK RESORT,MI0040554,reused_existing
MI0040563,DUMONT CREEK ESTATES,MI0040563,reused_existing
MI0040566,GLENWOOD ESTATES,MI0040566,reused_existing
MI0040571,MISTY MEADOWS MOBILE HOME PARK,MI0040571,reused_existing
MI0040574,TIMBER COUNTRY MOBILE HOME PARK,MI0040574,reused_existing
MI0040575,SASHABAW MEADOWS MHP,MI0040575,reused_existing
MI0040576,WHISPERING PINES,MI0040576,reused_existing
MI0040577,PINE ISLAND LAKE REC PARK,MI0040577,reused_existing
MI0040580,KAMP VILLA RV PARK,MI0040580,reused_existing
MI0040585,YANKEE SPRINGS MEADOWS,MI0040585,reused_existing
MI0040586,LINCOLN PINES,MI0040586,reused_existing
MI0040587,HESPERIA MHP LLC,MI0040587-b,reused_existing
MI0040591,COUNTRY HILL PINES,MI0040591,reused_existing
MI0040592,SANDHILL ESTATES,MI0040592,reused_existing
MI0040594,NORTHFIELD ESTATES,MI0040594,reused_existing
MI0040598,COUNTRY VIEW MOBILE HOME COMMUNITY,MI0040598-a,reused_existing
MI0040599,CADGEWITH FARMS,MI0040599,reused_existing
MI0040600,EGELCRAFT MOBILE HOME PARK,MI0040600,reused_existing
MI0040601,PINE RIDGE MOBILE HOME COMMUNITY,MI0040601,reused_existing
MI0040603,"PINE RIDGE COMMUNITY, INC.",MI0040603,reused_existing
MI0040606,MITCHELL BROTHERS MOBILE HOME PARK,MI0040606,reused_existing
MI0040607,EAST BAY MOBILE HOME PARK,MI0040607,reused_existing
MI0040609,PINE HAVEN ESTATES MHC,MI0040609-b,reused_existing
MI0040612,MEADOW LAKE ESTATES MHC,MI0040612,reused_existing
MI0040614,WEST OLIVE ESTATES,MI0040614,reused_existing
MI0040615,BUEL HILL ESTATES (DBA EAGLES LANDING),MI0040615-c,assigned_new
MI0040616,NORTH BAY HARBOR CLUB,MI0040616-a,reused_existing
MI0040617,CANTERBURY ESTATES MHP,MI0040617,reused_existing
MI0040619,CEDARFIELD MOBILE HOME PARK,MI0040619,reused_existing
MI0040620,HARTWICK PINES ESTATES,MI0040620,reused_existing
MI0040637,NESEN'S COUNTRYSIDE ACRES,MI0040637,reused_existing
MI0040639,WOODS AND FIELDS COMMUNITIES EAST,MI0040639,reused_existing
MI0040640,THE PINES,MI0040640,reused_existing
MI0040643,MORRICE MEADOWS,MI0040643,reused_existing
MI0040644,DEERFIELD PINES MOBILE HOME PARK,MI0040644,reused_existing
MI0040647,ORCHARD COVE,MI0040647,reused_existing
MI0040649,COVENTRY WOODS MHC,MI0040649,reused_existing
MI0040650,WEST PINE ISLAND,MI0040650,reused_existing
MI0040653,SUNSET SHORES,MI0040653,reused_existing
MI0040654,HARTLAND MEADOWS,MI0040654,reused_existing
MI0040655,NP CREEK VALLEY NORTH,MI0040655-b,reused_existing
MI0040656,COUNTRY MANOR,MI0040656,reused_existing
MI0040657,NORTHVILLE CROSSING,MI0040657,reused_existing
MI0040658,TYRONE WOODS,MI0040658,reused_existing
MI0040660,HUNTERS GLEN,MI0040660,reused_existing
MI0040662,SUNSET RIDGE MHC,MI0040662,reused_existing
MI0040663,RIVER RIDGE - SALINE,MI0040663,reused_existing
MI0040664,APPLE GROVE ESTATES,MI0040664,reused_existing
MI0040665,HOLLY HILLS MHC,MI0040665,reused_existing
MI0040668,APPLEWOOD,MI0040668,reused_existing
MI0040669,WOODLAND RIDGE,MI0040669,reused_existing
MI0040670,PINE LAKES MANUFACTURED HOMES,MI0040670,reused_existing
MI0040671,RIDGEWOOD MOBILE HOME PARK INC,MI0040671,reused_existing
MI0040672,PINE RIVER RIDGE,MI0040672-a,reused_existing
MI0040673,WATERS EDGE MH COMMUNITY,MI0040673,reused_existing
MI0040675,CAPITAL CROSSINGS,MI0040675,reused_existing
MI0040678,OAKS OF ROCKFORD,MI0040678,reused_existing
MI0040679,CIDERMILL CROSSINGS,MI0040679,reused_existing
MI0040680,HEARTHSIDE GROVE MOTOR COACH RESORT,MI0040680,reused_existing
MI0040681,ALTO MEADOWS,MI0040681,reused_existing
MI0040682,HIDDEN CREEK ESTATES,MI0040682,reused_existing
MI0060085,ALAMO COVE NURSING HOME,MI0060085-a,reused_existing
MI0060238,NORTH WOODS NURSING CENTER,MI0060238,reused_existing
MI0060425,THORNAPPLE MANOR,MI0060425,reused_existing
MI0060640,COREWELL HEALTH-BERRIEN CNTR,MI0060640-a,reused_existing
MI0060675,MEADOW WOODS N/R CENTER,MI0060675,reused_existing
MI0060695,PLAINWELL PINES H C F,MI0060695,reused_existing
MI0060792,VILLA AT GREEN LAKE ESTATES,MI0060792,reused_existing
MI0060937,THE LAURELS OF FULTON,MI0060937,reused_existing
MI0061700,CURRY HOUSE ASSISTED LIVING CENTER,MI0061700,reused_existing
MI0062653,GLADWIN NURSING AND REHABILITATION COMMU,MI0062653,reused_existing
MI0062658,INTERSECT HEALTHCARE,MI0062658-c,assigned_new
MI0062841,MEDILODGE OF STERLING,MI0062841,reused_existing
MI0062942,HALE CREEK MANOR,MI0062942,reused_existing
MI0062955,MAJESTIC CARE OF FLUSHING,MI0062955-b,reused_existing
MI0063476,JAMIESON NURSING HOME,MI0063476,reused_existing
MI0063477,DIMONDALE HEALTH CARE CENTER,MI0063477,reused_existing
MI0063635,KING NURSING & REHABILITATION COMMUNITY,MI0063635,reused_existing
MI0063865,LINCOLN HAVEN NURSING & REHABILITATION,MI0063865,reused_existing
MI0064067,MAPLE VALLEY NURSING HOME,MI0064067,reused_existing
MI0064070,MAPLEVIEW NURSING HOME,MI0064070,reused_existing
MI0064213,MEADOWBROOK MED CARE FACILITY,MI0064213,reused_existing
MI0064934,THE VILLA AT ROSE CITY,MI0064934,reused_existing
MI0066355,ARGENTINE CARE CENTER,MI0066355,reused_existing
MI0066695,THE PINES OF GOODRICH (DS001),MI0066695-f,assigned_new
MI0066700,THE PORCHES,MI0066700,reused_existing
MI0067020,WEST HICKORY HAVEN,MI0067020,reused_existing
MI0067101,REGENCY AT WHITMORE LAKE,MI0067101,reused_existing
MI0070017,COREWELLHEALTH GR KALAMAZOO,MI0070017,reused_existing
